"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Feb 12 13:48:21 UTC 2024","Mon Feb 12 13:48:31 UTC 2024","9177","chromium-pc-ci","previewPage.ci.pc.spec.ts","","","","Click on Picture of preview for https://top-ru.news",""
"passed","Mon Feb 12 13:49:20 UTC 2024","Mon Feb 12 13:49:27 UTC 2024","7055","chromium-mobile-ci","previewPage.ci.mobile.spec.ts","","","","Click on Title of preview for https://24newsrf.com",""
"passed","Mon Feb 12 13:47:29 UTC 2024","Mon Feb 12 13:47:38 UTC 2024","8234","chromium-pc-ci","previewPage.ci.pc.spec.ts","","","","Click on Picture of preview for https://i24-7-news.com",""
"passed","Mon Feb 12 13:51:20 UTC 2024","Mon Feb 12 13:51:28 UTC 2024","7276","chromium-mobile-scheduled","fullNewsAdCheck.scheduled.mobile.spec.ts","","","","Displaying ad in the footer on the Full News page for https://24l7-news.com/economic/ukaz-podpisan-vseh-u-kogo-ostalis-dengi-na-bankovskoy-karte-zhdet-syurpriz-s-5-yanvarya/full/",""
"passed","Mon Feb 12 13:51:01 UTC 2024","Mon Feb 12 13:51:10 UTC 2024","9212","chromium-pc-scheduled","newsPreviewAdCheck.scheduled.pc.spec.ts","","","","Displaying ad in the site on the footer of preview page for https://k-24.news",""
"passed","Mon Feb 12 13:51:47 UTC 2024","Mon Feb 12 13:51:54 UTC 2024","6982","chromium-mobile-scheduled","fullNewsAdCheck.scheduled.mobile.spec.ts","","","","Displaying ad in the top on the Full News page for https://k-24.news/economic/ukaz-podpisan-vseh-u-kogo-ostalis-dengi-na-bankovskoy-karte-zhdet-syurpriz-s-5-yanvarya/full/",""
"passed","Mon Feb 12 13:50:43 UTC 2024","Mon Feb 12 13:50:52 UTC 2024","9216","chromium-pc-scheduled","newsPreviewAdCheck.scheduled.pc.spec.ts","","","","Displaying ad in the site on the side of preview page for https://i24-7-news.com",""
"passed","Mon Feb 12 13:48:59 UTC 2024","Mon Feb 12 13:49:05 UTC 2024","6537","chromium-mobile-ci","previewPage.ci.mobile.spec.ts","","","","Click on Picture of preview for https://rus-news.biz",""
"passed","Mon Feb 12 13:49:26 UTC 2024","Mon Feb 12 13:49:34 UTC 2024","7260","chromium-mobile-ci","previewPage.ci.mobile.spec.ts","","","","Click on Title of preview for https://k-24.news",""
"passed","Mon Feb 12 13:52:22 UTC 2024","Mon Feb 12 13:52:27 UTC 2024","5826","other-tests","adblockCheck.other.spec.ts","","","","Checking if URLs are in the blacklist",""
"passed","Mon Feb 12 13:50:28 UTC 2024","Mon Feb 12 13:50:35 UTC 2024","6311","chromium-pc-scheduled","fullNewsAdCheck.scheduled.pc.spec.ts","","","","Displaying ad in the footer on the Full News page for https://top-ru.news/economic/ukaz-podpisan-vseh-u-kogo-ostalis-dengi-na-bankovskoy-karte-zhdet-syurpriz-s-5-yanvarya/full/",""
"passed","Mon Feb 12 13:50:43 UTC 2024","Mon Feb 12 13:50:52 UTC 2024","8595","chromium-pc-scheduled","newsPreviewAdCheck.scheduled.pc.spec.ts","","","","Displaying ad in the site on the footer of preview page for https://i24-7-news.com",""
"passed","Mon Feb 12 13:48:06 UTC 2024","Mon Feb 12 13:48:13 UTC 2024","6852","chromium-pc-ci","previewPage.ci.pc.spec.ts","","","","Click on Button of preview for https://rosnews.biz",""
"passed","Mon Feb 12 13:49:13 UTC 2024","Mon Feb 12 13:49:20 UTC 2024","6360","chromium-mobile-ci","previewPage.ci.mobile.spec.ts","","","","Click on Button of preview for https://i24-7-news.com",""
"passed","Mon Feb 12 13:50:13 UTC 2024","Mon Feb 12 13:50:18 UTC 2024","4759","chromium-pc-scheduled","fullNewsAdCheck.scheduled.pc.spec.ts","","","","Displaying ad in the footer on the Full News page for https://24newsrf.com/economic/ukaz-podpisan-vseh-u-kogo-ostalis-dengi-na-bankovskoy-karte-zhdet-syurpriz-s-5-yanvarya/full/",""
"passed","Mon Feb 12 13:49:10 UTC 2024","Mon Feb 12 13:49:18 UTC 2024","7685","chromium-mobile-ci","previewPage.ci.mobile.spec.ts","","","","Click on Picture of preview for https://i24-7-news.com",""
"passed","Mon Feb 12 13:52:12 UTC 2024","Mon Feb 12 13:52:19 UTC 2024","6467","chromium-mobile-scheduled","newsPreviewAdCheck.scheduled.mobile.spec.ts","","","","Displaying ad in the the site on the preview page for https://24newsrf.com",""
"passed","Mon Feb 12 13:48:41 UTC 2024","Mon Feb 12 13:48:50 UTC 2024","8571","chromium-mobile-ci","indexPage.ci.mobile.spec.ts","","","","Opening another page when you click on the logo for https://k-24.news",""
"passed","Mon Feb 12 13:51:28 UTC 2024","Mon Feb 12 13:51:34 UTC 2024","6223","chromium-mobile-scheduled","fullNewsAdCheck.scheduled.mobile.spec.ts","","","","Displaying ad in the middle on the Full News page for https://rus-news.biz/economic/ukaz-podpisan-vseh-u-kogo-ostalis-dengi-na-bankovskoy-karte-zhdet-syurpriz-s-5-yanvarya/full/",""
"passed","Mon Feb 12 13:51:54 UTC 2024","Mon Feb 12 13:51:59 UTC 2024","5230","chromium-mobile-scheduled","fullNewsAdCheck.scheduled.mobile.spec.ts","","","","Displaying ad in the footer on the Full News page for https://rosnews.biz/economic/ukaz-podpisan-vseh-u-kogo-ostalis-dengi-na-bankovskoy-karte-zhdet-syurpriz-s-5-yanvarya/full/",""
"passed","Mon Feb 12 13:50:01 UTC 2024","Mon Feb 12 13:50:08 UTC 2024","6545","chromium-pc-scheduled","fullNewsAdCheck.scheduled.pc.spec.ts","","","","Displaying ad in the footer on the Full News page for https://i24-7-news.com/economic/ukaz-podpisan-vseh-u-kogo-ostalis-dengi-na-bankovskoy-karte-zhdet-syurpriz-s-5-yanvarya/full/",""
"passed","Mon Feb 12 13:51:28 UTC 2024","Mon Feb 12 13:51:35 UTC 2024","6537","chromium-mobile-scheduled","fullNewsAdCheck.scheduled.mobile.spec.ts","","","","Displaying ad in the top on the Full News page for https://news-press24.com/economic/ukaz-podpisan-vseh-u-kogo-ostalis-dengi-na-bankovskoy-karte-zhdet-syurpriz-s-5-yanvarya/full/",""
"passed","Mon Feb 12 13:49:37 UTC 2024","Mon Feb 12 13:49:43 UTC 2024","6426","chromium-mobile-ci","previewPage.ci.mobile.spec.ts","","","","Click on Button of preview for https://rosnews.biz",""
"passed","Mon Feb 12 13:47:58 UTC 2024","Mon Feb 12 13:48:06 UTC 2024","8068","chromium-pc-ci","previewPage.ci.pc.spec.ts","","","","Click on Title of preview for https://rosnews.biz",""
"passed","Mon Feb 12 13:48:13 UTC 2024","Mon Feb 12 13:48:22 UTC 2024","9164","chromium-pc-ci","previewPage.ci.pc.spec.ts","","","","Click on Picture of preview for https://rusweek.news",""
"passed","Mon Feb 12 13:47:41 UTC 2024","Mon Feb 12 13:47:49 UTC 2024","7997","chromium-pc-ci","previewPage.ci.pc.spec.ts","","","","Click on Picture of preview for https://rus-news.net",""
"passed","Mon Feb 12 13:47:39 UTC 2024","Mon Feb 12 13:47:47 UTC 2024","8024","chromium-pc-ci","previewPage.ci.pc.spec.ts","","","","Click on Title of preview for https://rus-news.net",""
"passed","Mon Feb 12 13:49:30 UTC 2024","Mon Feb 12 13:49:38 UTC 2024","7992","chromium-mobile-ci","previewPage.ci.mobile.spec.ts","","","","Click on Button of preview for https://k-24.news",""
"passed","Mon Feb 12 13:50:34 UTC 2024","Mon Feb 12 13:50:42 UTC 2024","8554","chromium-pc-scheduled","newsPreviewAdCheck.scheduled.pc.spec.ts","","","","Displaying ad in the site on the footer of preview page for https://24l7-news.com",""
"passed","Mon Feb 12 13:51:54 UTC 2024","Mon Feb 12 13:52:00 UTC 2024","5546","chromium-mobile-scheduled","fullNewsAdCheck.scheduled.mobile.spec.ts","","","","Displaying ad in the middle on the Full News page for https://rusweek.news/economic/ukaz-podpisan-vseh-u-kogo-ostalis-dengi-na-bankovskoy-karte-zhdet-syurpriz-s-5-yanvarya/full/",""
"passed","Mon Feb 12 13:48:40 UTC 2024","Mon Feb 12 13:48:48 UTC 2024","7460","chromium-mobile-ci","indexPage.ci.mobile.spec.ts","","","","Opening another page when you click on the logo for https://24newsrf.com",""
"passed","Mon Feb 12 13:47:04 UTC 2024","Mon Feb 12 13:47:10 UTC 2024","6815","chromium-pc-ci","indexPage.ci.pc.spec.ts","","","","Opening another page when you click on the logo for https://rusweek.news",""
"passed","Mon Feb 12 13:50:00 UTC 2024","Mon Feb 12 13:50:08 UTC 2024","7241","chromium-pc-scheduled","fullNewsAdCheck.scheduled.pc.spec.ts","","","","Displaying ad in the middle on the Full News page for https://i24-7-news.com/economic/ukaz-podpisan-vseh-u-kogo-ostalis-dengi-na-bankovskoy-karte-zhdet-syurpriz-s-5-yanvarya/full/",""
"passed","Mon Feb 12 13:47:54 UTC 2024","Mon Feb 12 13:48:03 UTC 2024","9055","chromium-pc-ci","previewPage.ci.pc.spec.ts","","","","Click on Title of preview for https://k-24.news",""
"passed","Mon Feb 12 13:50:52 UTC 2024","Mon Feb 12 13:51:01 UTC 2024","9202","chromium-pc-scheduled","newsPreviewAdCheck.scheduled.pc.spec.ts","","","","Displaying ad in the site on the footer of preview page for https://rus-news.net",""
"passed","Mon Feb 12 13:50:51 UTC 2024","Mon Feb 12 13:51:01 UTC 2024","9673","chromium-pc-scheduled","newsPreviewAdCheck.scheduled.pc.spec.ts","","","","Displaying ad in the site on the side of preview page for https://rus-news.net",""
"passed","Mon Feb 12 13:47:05 UTC 2024","Mon Feb 12 13:47:14 UTC 2024","8585","chromium-pc-ci","previewPage.ci.pc.spec.ts","","","","Click on Picture of preview for https://24l7-news.com",""
"passed","Mon Feb 12 13:48:20 UTC 2024","Mon Feb 12 13:48:28 UTC 2024","8577","chromium-pc-ci","previewPage.ci.pc.spec.ts","","","","Click on Button of preview for https://rusweek.news",""
"passed","Mon Feb 12 13:46:58 UTC 2024","Mon Feb 12 13:47:04 UTC 2024","5796","chromium-pc-ci","indexPage.ci.pc.spec.ts","","","","Opening another page when you click on the logo for https://rosnews.biz",""
"passed","Mon Feb 12 13:46:50 UTC 2024","Mon Feb 12 13:46:57 UTC 2024","6884","chromium-pc-ci","indexPage.ci.pc.spec.ts","","","","Opening another page when you click on the logo for https://news-press24.com",""
"passed","Mon Feb 12 13:48:56 UTC 2024","Mon Feb 12 13:49:03 UTC 2024","6632","chromium-mobile-ci","previewPage.ci.mobile.spec.ts","","","","Click on Button of preview for https://24l7-news.com",""
"passed","Mon Feb 12 13:51:47 UTC 2024","Mon Feb 12 13:51:53 UTC 2024","6580","chromium-mobile-scheduled","fullNewsAdCheck.scheduled.mobile.spec.ts","","","","Displaying ad in the middle on the Full News page for https://k-24.news/economic/ukaz-podpisan-vseh-u-kogo-ostalis-dengi-na-bankovskoy-karte-zhdet-syurpriz-s-5-yanvarya/full/",""
"passed","Mon Feb 12 13:46:51 UTC 2024","Mon Feb 12 13:46:58 UTC 2024","7348","chromium-pc-ci","indexPage.ci.pc.spec.ts","","","","Opening another page when you click on the logo for https://rus-news.biz",""
"passed","Mon Feb 12 13:51:28 UTC 2024","Mon Feb 12 13:51:34 UTC 2024","6393","chromium-mobile-scheduled","fullNewsAdCheck.scheduled.mobile.spec.ts","","","","Displaying ad in the footer on the Full News page for https://rus-news.biz/economic/ukaz-podpisan-vseh-u-kogo-ostalis-dengi-na-bankovskoy-karte-zhdet-syurpriz-s-5-yanvarya/full/",""
"passed","Mon Feb 12 13:47:21 UTC 2024","Mon Feb 12 13:47:29 UTC 2024","8589","chromium-pc-ci","previewPage.ci.pc.spec.ts","","","","Click on Picture of preview for https://news-press24.com",""
"passed","Mon Feb 12 13:50:05 UTC 2024","Mon Feb 12 13:50:08 UTC 2024","3345","chromium-pc-scheduled","fullNewsAdCheck.scheduled.pc.spec.ts","","","","Displaying ad in the side on the Full News page for https://rus-news.net/economic/ukaz-podpisan-vseh-u-kogo-ostalis-dengi-na-bankovskoy-karte-zhdet-syurpriz-s-5-yanvarya/full/",""
"passed","Mon Feb 12 13:50:07 UTC 2024","Mon Feb 12 13:50:13 UTC 2024","6458","chromium-pc-scheduled","fullNewsAdCheck.scheduled.pc.spec.ts","","","","Displaying ad in the middle on the Full News page for https://rus-news.net/economic/ukaz-podpisan-vseh-u-kogo-ostalis-dengi-na-bankovskoy-karte-zhdet-syurpriz-s-5-yanvarya/full/",""
"passed","Mon Feb 12 13:52:06 UTC 2024","Mon Feb 12 13:52:14 UTC 2024","7693","chromium-mobile-scheduled","newsPreviewAdCheck.scheduled.mobile.spec.ts","","","","Displaying ad in the the site on the preview page for https://i24-7-news.com",""
"passed","Mon Feb 12 13:49:48 UTC 2024","Mon Feb 12 13:49:53 UTC 2024","4813","chromium-pc-scheduled","fullNewsAdCheck.scheduled.pc.spec.ts","","","","Displaying ad in the side on the Full News page for https://24l7-news.com/economic/ukaz-podpisan-vseh-u-kogo-ostalis-dengi-na-bankovskoy-karte-zhdet-syurpriz-s-5-yanvarya/full/",""
"passed","Mon Feb 12 13:49:15 UTC 2024","Mon Feb 12 13:49:24 UTC 2024","9161","chromium-mobile-ci","previewPage.ci.mobile.spec.ts","","","","Click on Title of preview for https://rus-news.net",""
"passed","Mon Feb 12 13:45:56 UTC 2024","Mon Feb 12 13:46:35 UTC 2024","39865","setup","tests.setup.ts","","","","get urls for full news page",""
"passed","Mon Feb 12 13:48:50 UTC 2024","Mon Feb 12 13:48:59 UTC 2024","9352","chromium-mobile-ci","previewPage.ci.mobile.spec.ts","","","","Click on Picture of preview for https://24l7-news.com",""
"passed","Mon Feb 12 13:50:27 UTC 2024","Mon Feb 12 13:50:34 UTC 2024","6685","chromium-pc-scheduled","fullNewsAdCheck.scheduled.pc.spec.ts","","","","Displaying ad in the footer on the Full News page for https://rusweek.news/economic/ukaz-podpisan-vseh-u-kogo-ostalis-dengi-na-bankovskoy-karte-zhdet-syurpriz-s-5-yanvarya/full/",""
"passed","Mon Feb 12 13:48:59 UTC 2024","Mon Feb 12 13:49:06 UTC 2024","7172","chromium-mobile-ci","previewPage.ci.mobile.spec.ts","","","","Click on Button of preview for https://rus-news.biz",""
"passed","Mon Feb 12 13:51:01 UTC 2024","Mon Feb 12 13:51:10 UTC 2024","9219","chromium-pc-scheduled","newsPreviewAdCheck.scheduled.pc.spec.ts","","","","Displaying ad in the site on the side of preview page for https://k-24.news",""
"passed","Mon Feb 12 13:50:21 UTC 2024","Mon Feb 12 13:50:28 UTC 2024","6991","chromium-pc-scheduled","fullNewsAdCheck.scheduled.pc.spec.ts","","","","Displaying ad in the middle on the Full News page for https://rosnews.biz/economic/ukaz-podpisan-vseh-u-kogo-ostalis-dengi-na-bankovskoy-karte-zhdet-syurpriz-s-5-yanvarya/full/",""
"passed","Mon Feb 12 13:50:08 UTC 2024","Mon Feb 12 13:50:15 UTC 2024","6901","chromium-pc-scheduled","fullNewsAdCheck.scheduled.pc.spec.ts","","","","Displaying ad in the footer on the Full News page for https://rus-news.net/economic/ukaz-podpisan-vseh-u-kogo-ostalis-dengi-na-bankovskoy-karte-zhdet-syurpriz-s-5-yanvarya/full/",""
"passed","Mon Feb 12 13:50:13 UTC 2024","Mon Feb 12 13:50:21 UTC 2024","7495","chromium-pc-scheduled","fullNewsAdCheck.scheduled.pc.spec.ts","","","","Displaying ad in the side on the Full News page for https://k-24.news/economic/ukaz-podpisan-vseh-u-kogo-ostalis-dengi-na-bankovskoy-karte-zhdet-syurpriz-s-5-yanvarya/full/",""
"passed","Mon Feb 12 13:46:57 UTC 2024","Mon Feb 12 13:47:04 UTC 2024","6510","chromium-pc-ci","indexPage.ci.pc.spec.ts","","","","Opening another page when you click on the logo for https://rus-news.net",""
"passed","Mon Feb 12 13:47:29 UTC 2024","Mon Feb 12 13:47:39 UTC 2024","9664","chromium-pc-ci","previewPage.ci.pc.spec.ts","","","","Click on Button of preview for https://rus-news.biz",""
"passed","Mon Feb 12 13:47:04 UTC 2024","Mon Feb 12 13:47:12 UTC 2024","7710","chromium-pc-ci","previewPage.ci.pc.spec.ts","","","","Click on Title of preview for https://24l7-news.com",""
"passed","Mon Feb 12 13:48:11 UTC 2024","Mon Feb 12 13:48:20 UTC 2024","9332","chromium-pc-ci","previewPage.ci.pc.spec.ts","","","","Click on Title of preview for https://rusweek.news",""
"passed","Mon Feb 12 13:52:14 UTC 2024","Mon Feb 12 13:52:20 UTC 2024","6907","chromium-mobile-scheduled","newsPreviewAdCheck.scheduled.mobile.spec.ts","","","","Displaying ad in the the site on the preview page for https://rosnews.biz",""
"passed","Mon Feb 12 13:49:55 UTC 2024","Mon Feb 12 13:49:59 UTC 2024","3915","chromium-pc-scheduled","fullNewsAdCheck.scheduled.pc.spec.ts","","","","Displaying ad in the middle on the Full News page for https://rus-news.biz/economic/ukaz-podpisan-vseh-u-kogo-ostalis-dengi-na-bankovskoy-karte-zhdet-syurpriz-s-5-yanvarya/full/",""
"passed","Mon Feb 12 13:47:38 UTC 2024","Mon Feb 12 13:47:46 UTC 2024","8015","chromium-pc-ci","previewPage.ci.pc.spec.ts","","","","Click on Button of preview for https://i24-7-news.com",""
"passed","Mon Feb 12 13:50:08 UTC 2024","Mon Feb 12 13:50:13 UTC 2024","5742","chromium-pc-scheduled","fullNewsAdCheck.scheduled.pc.spec.ts","","","","Displaying ad in the side on the Full News page for https://24newsrf.com/economic/ukaz-podpisan-vseh-u-kogo-ostalis-dengi-na-bankovskoy-karte-zhdet-syurpriz-s-5-yanvarya/full/",""
"passed","Mon Feb 12 13:51:45 UTC 2024","Mon Feb 12 13:51:50 UTC 2024","4871","chromium-mobile-scheduled","fullNewsAdCheck.scheduled.mobile.spec.ts","","","","Displaying ad in the middle on the Full News page for https://24newsrf.com/economic/ukaz-podpisan-vseh-u-kogo-ostalis-dengi-na-bankovskoy-karte-zhdet-syurpriz-s-5-yanvarya/full/",""
"passed","Mon Feb 12 13:49:03 UTC 2024","Mon Feb 12 13:49:10 UTC 2024","7662","chromium-mobile-ci","previewPage.ci.mobile.spec.ts","","","","Click on Title of preview for https://news-press24.com",""
"passed","Mon Feb 12 13:51:40 UTC 2024","Mon Feb 12 13:51:47 UTC 2024","6436","chromium-mobile-scheduled","fullNewsAdCheck.scheduled.mobile.spec.ts","","","","Displaying ad in the middle on the Full News page for https://rus-news.net/economic/ukaz-podpisan-vseh-u-kogo-ostalis-dengi-na-bankovskoy-karte-zhdet-syurpriz-s-5-yanvarya/full/",""
"passed","Mon Feb 12 13:49:57 UTC 2024","Mon Feb 12 13:50:00 UTC 2024","3239","chromium-pc-scheduled","fullNewsAdCheck.scheduled.pc.spec.ts","","","","Displaying ad in the footer on the Full News page for https://rus-news.biz/economic/ukaz-podpisan-vseh-u-kogo-ostalis-dengi-na-bankovskoy-karte-zhdet-syurpriz-s-5-yanvarya/full/",""
"passed","Mon Feb 12 13:49:43 UTC 2024","Mon Feb 12 13:49:50 UTC 2024","7455","chromium-mobile-ci","previewPage.ci.mobile.spec.ts","","","","Click on Title of preview for https://top-ru.news",""
"passed","Mon Feb 12 13:48:49 UTC 2024","Mon Feb 12 13:48:57 UTC 2024","8316","chromium-mobile-ci","indexPage.ci.mobile.spec.ts","","","","Opening another page when you click on the logo for https://top-ru.news",""
"passed","Mon Feb 12 13:48:33 UTC 2024","Mon Feb 12 13:48:41 UTC 2024","8611","chromium-mobile-ci","indexPage.ci.mobile.spec.ts","","","","Opening another page when you click on the logo for https://i24-7-news.com",""
"passed","Mon Feb 12 13:50:28 UTC 2024","Mon Feb 12 13:50:34 UTC 2024","6271","chromium-pc-scheduled","fullNewsAdCheck.scheduled.pc.spec.ts","","","","Displaying ad in the middle on the Full News page for https://top-ru.news/economic/ukaz-podpisan-vseh-u-kogo-ostalis-dengi-na-bankovskoy-karte-zhdet-syurpriz-s-5-yanvarya/full/",""
"passed","Mon Feb 12 13:50:15 UTC 2024","Mon Feb 12 13:50:22 UTC 2024","7152","chromium-pc-scheduled","fullNewsAdCheck.scheduled.pc.spec.ts","","","","Displaying ad in the footer on the Full News page for https://k-24.news/economic/ukaz-podpisan-vseh-u-kogo-ostalis-dengi-na-bankovskoy-karte-zhdet-syurpriz-s-5-yanvarya/full/",""
"passed","Mon Feb 12 13:51:10 UTC 2024","Mon Feb 12 13:51:19 UTC 2024","8724","chromium-pc-scheduled","newsPreviewAdCheck.scheduled.pc.spec.ts","","","","Displaying ad in the site on the footer of preview page for https://top-ru.news",""
"passed","Mon Feb 12 13:50:42 UTC 2024","Mon Feb 12 13:50:52 UTC 2024","9118","chromium-pc-scheduled","newsPreviewAdCheck.scheduled.pc.spec.ts","","","","Displaying ad in the site on the footer of preview page for https://news-press24.com",""
